nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;id_subsistema_jusante;nom_subsistema_jusante;ear_data;ear_reservatorio_subsistema_proprio_mwmes;ear_reservatorio_subsistema_jusante_mwmes;earmax_reservatorio_subsistema_proprio_mwmes;earmax_reservatorio_subsistema_jusante_mwmes;ear_reservatorio_percentual
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2021-06-17;2064.62109375;;3415.156982421875;;60.4546012878418
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-17;1416.126953125;;15642.1142578125;;9.053299903869629
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-06-17;609.7960205078125;;1195.0240478515625;;51.02790069580078
JORDÃO;73;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2021-06-17;9.366000175476074;;20.68600082397461;;45.277000427246094
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2021-06-17;1263.779052734375;;4115.205078125;;30.709999084472656
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-06-17;439.24798583984375;;481.5260009765625;;91.22000122070312
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-06-17;2054.155029296875;;4341.56396484375;;47.31370162963867
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-06-17;511.0889892578125;;891.947021484375;;57.30039978027344
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2021-06-17;170.4510040283203;;558.31298828125;;30.529600143432617
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-06-17;441.8630065917969;;5357.2861328125;;8.247900009155273
MAUA;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2021-06-17;140.3300018310547;245.55499267578125;259.9280090332031;451.7430114746094;53.987998962402344
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-17;141.1300048828125;;268.2449951171875;;52.61240005493164
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-17;3305.30810546875;;22650.265625;;14.59280014038086
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-06-17;1939.125;;4494.10888671875;;43.14820098876953
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-06-17;900.0780029296875;;1724.18701171875;;52.202999114990234
PASSO REAL;111;Reservatório com Usina;JACUI;SUL;S;SUL;;;2021-06-17;1065.9659423828125;;2916.330078125;;36.55160140991211
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2021-06-17;265.1549987792969;;328.6090087890625;;80.69010162353516
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2021-06-17;75.76499938964844;101.1760025024414;109.01499938964844;145.0189971923828;69.49960327148438
PORTO ESTRELA;135;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2021-06-17;5.644000053405762;;12.763999938964844;;44.218101501464844
PROMISSÃO;40;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2021-06-17;902.5490112304688;;1825.697021484375;;49.4359016418457
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-06-17;7.500999927520752;;10.050999641418457;;74.62940216064453
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-06-17;207.2740020751953;353.99200439453125;283.57501220703125;483.9639892578125;73.09320068359375
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-06-17;4.349999904632568;17.36199951171875;11.239999771118164;42.83599853515625;38.70109939575195
RONDON II;276;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2021-06-17;48.40700149536133;;57.483001708984375;;84.21099853515625
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-17;1752.18603515625;;6559.416015625;;26.712499618530273
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-06-17;2155.6708984375;;3403.291015625;;63.34080123901367
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2021-06-17;235.8470001220703;;259.0920104980469;;91.0282974243164
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-06-17;192.2050018310547;;445.9570007324219;;43.09939956665039
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-06-17;174.16000366210938;;378.2510070800781;;46.04349899291992
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-17;579.1530151367188;;4999.43310546875;;11.584400177001953
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-06-17;297.0270080566406;;453.03399658203125;;65.56400299072266
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2021-06-17;11846.6396484375;4292.6328125;34798.828125;6529.7080078125;34.0432014465332
SINOP;227;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2021-06-17;627.5269775390625;;875.1439819335938;;71.70559692382812
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2021-06-17;17795.8359375;;30048.21875;;59.224300384521484
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2021-06-17;1128.635009765625;;2320.345947265625;;48.64080047607422
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-06-17;1360.6419677734375;10047.9658203125;2347.02294921875;16013.0;57.97309875488281
TUCURUI;275;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2021-06-17;7590.80908203125;;7686.39013671875;;98.75650024414062
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-06-18;362.6180114746094;;4328.18115234375;;8.378100395202637
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2021-06-18;1417.1639404296875;;2713.259033203125;;52.23109817504883
BALBINA;277;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2021-06-18;701.2540283203125;;776.4949951171875;;90.3102035522461
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-06-18;2123.696044921875;;2991.337890625;;70.99490356445312
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-18;1138.3919677734375;;2741.81005859375;;41.51969909667969
BILLINGS;118;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2021-06-18;1667.64404296875;;2393.97607421875;;69.66000366210938
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2021-06-18;262.3320007324219;;264.1130065917969;;99.32569885253906
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-18;12.0600004196167;;20.61400032043457;;58.50389862060547
CACONDE;14;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-06-18;198.64999389648438;;849.6959838867188;;23.3789005279541
CACU;311;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-18;29.533000946044922;;30.798999786376953;;95.8895034790039
CAMARGOS;1;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-06-18;1034.5579833984375;;1564.512939453125;;66.12650299072266
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-06-18;131.90499877929688;;228.0189971923828;;57.848201751708984
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2021-06-18;2464.242919921875;;3894.239013671875;;63.27920150756836
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2021-06-18;742.8309936523438;;3372.027099609375;;22.029199600219727
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-18;1289.3280029296875;;1524.1510009765625;;84.59320068359375
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-18;336.5530090332031;;424.2130126953125;;79.33589935302734
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-18;1263.376953125;;1424.634033203125;;88.68080139160156
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;;;2021-06-18;27.47599983215332;;27.274999618530273;;100.73690032958984
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-18;4116.94189453125;;21816.111328125;;18.8710994720459
ERNESTINA;110;Reservatório sem usina;JACUI;SUL;S;SUL;;;2021-06-18;77.40399932861328;;206.75799560546875;;37.4370002746582
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-18;86.05400085449219;;112.63600158691406;;76.40010070800781
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-06-18;298.2120056152344;;799.9619750976562;;37.27830123901367
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-06-18;10959.4921875;;35033.36328125;;31.283000946044922
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-06-18;4040.343017578125;;5934.4267578125;;68.08309936523438
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2021-06-18;263.9490051269531;;376.5270080566406;;70.10089874267578
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-06-18;63.59000015258789;;102.27200317382812;;62.17729949951172
GUARAPIRANGA;117;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2021-06-18;264.1449890136719;;400.218994140625;;66.0000991821289
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2021-06-18;1748.8179931640625;;3680.138916015625;;47.52040100097656
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-06-18;1028.9940185546875;551.6840209960938;1982.135009765625;1006.1719970703125;51.91339874267578
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2021-06-18;2071.466064453125;;3415.156982421875;;60.65510177612305
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-18;1410.239990234375;;15642.1142578125;;9.015700340270996
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-06-18;605.3070068359375;;1195.0240478515625;;50.65230178833008
JORDÃO;73;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2021-06-18;9.616999626159668;;20.68600082397461;;46.49039840698242
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2021-06-18;1259.323974609375;;4115.205078125;;30.601699829101562
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-06-18;439.5369873046875;;481.5260009765625;;91.27999877929688
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-06-18;2063.705078125;;4341.56396484375;;47.53369903564453
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-06-18;531.9099731445312;;891.947021484375;;59.634700775146484
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2021-06-18;169.03700256347656;;558.31298828125;;30.276399612426758
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-06-18;457.6700134277344;;5357.2861328125;;8.542900085449219
MAUA;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2021-06-18;139.75599670410156;244.56199645996094;259.9280090332031;451.7430114746094;53.7672004699707
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-18;142.86900329589844;;268.2449951171875;;53.26060104370117
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-18;3296.868896484375;;22650.265625;;14.555500030517578
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-06-18;1929.8289794921875;;4494.10888671875;;42.94129943847656
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-06-18;904.3980102539062;;1724.18701171875;;52.4536018371582
PASSO REAL;111;Reservatório com Usina;JACUI;SUL;S;SUL;;;2021-06-18;1070.31396484375;;2916.330078125;;36.70069885253906
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2021-06-18;264.7170104980469;;328.6090087890625;;80.55680084228516
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2021-06-18;74.63400268554688;99.6760025024414;109.01499938964844;145.0189971923828;68.46209716796875
PORTO ESTRELA;135;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2021-06-18;5.165999889373779;;12.763999938964844;;40.473201751708984
PROMISSÃO;40;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2021-06-18;904.3660278320312;;1825.697021484375;;49.535400390625
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-06-18;7.525000095367432;;10.050999641418457;;74.86820220947266
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-06-18;206.28900146484375;352.34600830078125;283.57501220703125;483.9639892578125;72.74579620361328
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-06-18;4.210999965667725;16.815000534057617;11.239999771118164;42.83599853515625;37.46440124511719
RONDON II;276;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2021-06-18;48.112998962402344;;57.483001708984375;;83.69950103759766
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-18;1758.6319580078125;;6559.416015625;;26.810800552368164
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-06-18;2163.280029296875;;3403.291015625;;63.56439971923828
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2021-06-18;235.31300354003906;;259.0920104980469;;90.82219696044922
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-06-18;191.50100708007812;;445.9570007324219;;42.94160079956055
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-06-18;174.58299255371094;;378.2510070800781;;46.15530014038086
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-18;583.593994140625;;4999.43310546875;;11.673199653625488
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-06-18;294.31500244140625;;453.03399658203125;;64.96530151367188
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2021-06-18;11822.1015625;4284.0009765625;34798.828125;6529.7080078125;33.97269821166992
SINOP;227;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2021-06-18;626.280029296875;;875.1439819335938;;71.56310272216797
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2021-06-18;17699.81640625;;30048.21875;;58.904701232910156
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2021-06-18;1128.635009765625;;2320.345947265625;;48.64080047607422
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-06-18;1356.612060546875;10022.134765625;2347.02294921875;16013.0;57.80139923095703
TUCURUI;275;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2021-06-18;7584.62109375;;7686.39013671875;;98.6760025024414
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-06-19;388.4129943847656;;4328.18115234375;;8.973999977111816
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2021-06-19;1419.56396484375;;2713.259033203125;;52.31949996948242
BALBINA;277;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2021-06-19;704.802978515625;;776.4949951171875;;90.76719665527344
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-06-19;2142.964111328125;;2991.337890625;;71.63899993896484
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-19;1136.5450439453125;;2741.81005859375;;41.45240020751953
BILLINGS;118;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2021-06-19;1665.489013671875;;2393.97607421875;;69.56999969482422
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2021-06-19;261.9079895019531;;264.1130065917969;;99.16510009765625
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-19;12.338000297546387;;20.61400032043457;;59.852500915527344
CACONDE;14;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-06-19;198.69500732421875;;849.6959838867188;;23.384199142456055
CACU;311;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-19;29.048999786376953;;30.798999786376953;;94.31800079345703
CAMARGOS;1;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-06-19;1026.114990234375;;1564.512939453125;;65.58689880371094
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-06-19;138.69700622558594;;228.0189971923828;;60.826900482177734
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2021-06-19;2464.242919921875;;3894.239013671875;;63.27920150756836
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2021-06-19;745.4910278320312;;3372.027099609375;;22.10810089111328
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-19;1292.0479736328125;;1524.1510009765625;;84.77169799804688
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-19;341.0190124511719;;424.2130126953125;;80.38860321044922
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-19;1266.677001953125;;1424.634033203125;;88.9124984741211
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;;;2021-06-19;27.47599983215332;;27.274999618530273;;100.73690032958984
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-19;4086.448974609375;;21816.111328125;;18.731300354003906
ERNESTINA;110;Reservatório sem usina;JACUI;SUL;S;SUL;;;2021-06-19;77.74400329589844;;206.75799560546875;;37.60139846801758
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-19;85.63300323486328;;112.63600158691406;;76.02629852294922
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-06-19;298.9280090332031;;799.9619750976562;;37.367801666259766
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-06-19;10911.2841796875;;35033.36328125;;31.14539909362793
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-06-19;3994.534912109375;;5934.4267578125;;67.31120300292969
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2021-06-19;263.72100830078125;;376.5270080566406;;70.04039764404297
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-06-19;66.92500305175781;;102.27200317382812;;65.43820190429688
GUARAPIRANGA;117;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2021-06-19;264.1449890136719;;400.218994140625;;66.0000991821289
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2021-06-19;1734.10400390625;;3680.138916015625;;47.120601654052734
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-06-19;1027.3790283203125;550.8790283203125;1982.135009765625;1006.1719970703125;51.83190155029297
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2021-06-19;2079.337890625;;3415.156982421875;;60.88560104370117
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-19;1423.6529541015625;;15642.1142578125;;9.101400375366211
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-06-19;601.6669921875;;1195.0240478515625;;50.34769821166992
JORDÃO;73;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2021-06-19;8.605999946594238;;20.68600082397461;;41.60300064086914
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2021-06-19;1253.6820068359375;;4115.205078125;;30.464599609375
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-06-19;439.8739929199219;;481.5260009765625;;91.3499984741211
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-06-19;2076.337890625;;4341.56396484375;;47.82469940185547
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-06-19;536.8499755859375;;891.947021484375;;60.1885986328125
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2021-06-19;167.51600646972656;;558.31298828125;;30.003999710083008
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-06-19;479.61700439453125;;5357.2861328125;;8.95259952545166
MAUA;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2021-06-19;139.4429931640625;244.0260009765625;259.9280090332031;451.7430114746094;53.64680099487305
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-19;143.72900390625;;268.2449951171875;;53.581199645996094
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-19;3288.402099609375;;22650.265625;;14.518199920654297
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-06-19;1920.58203125;;4494.10888671875;;42.73550033569336
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-06-19;908.5460205078125;;1724.18701171875;;52.69419860839844
PASSO REAL;111;Reservatório com Usina;JACUI;SUL;S;SUL;;;2021-06-19;1070.31396484375;;2916.330078125;;36.70069885253906
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2021-06-19;263.8420104980469;;328.6090087890625;;80.29060363769531
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2021-06-19;75.19400024414062;100.41500091552734;109.01499938964844;145.0189971923828;68.97579956054688
PORTO ESTRELA;135;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2021-06-19;5.322000026702881;;12.763999938964844;;41.69540023803711
PROMISSÃO;40;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2021-06-19;903.4390258789062;;1825.697021484375;;49.48460006713867
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-06-19;7.823999881744385;;10.050999641418457;;77.84300231933594
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-06-19;205.24600219726562;350.614013671875;283.57501220703125;483.9639892578125;72.37799835205078
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-06-19;4.084000110626221;16.31399917602539;11.239999771118164;42.83599853515625;36.33449935913086
RONDON II;276;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2021-06-19;47.82400131225586;;57.483001708984375;;83.1968002319336
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-19;1758.501953125;;6559.416015625;;26.808799743652344
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-06-19;2143.571044921875;;3403.291015625;;62.985198974609375
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2021-06-19;234.91900634765625;;259.0920104980469;;90.67009735107422
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-06-19;190.5850067138672;;445.9570007324219;;42.73619842529297
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-06-19;176.7989959716797;;378.2510070800781;;46.7411994934082
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-06-19;587.489990234375;;4999.43310546875;;11.751099586486816
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-06-19;311.56500244140625;;453.03399658203125;;68.77300262451172
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2021-06-19;11794.9814453125;4274.51513671875;34798.828125;6529.7080078125;33.894798278808594
SINOP;227;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2021-06-19;620.7579956054688;;875.1439819335938;;70.93209838867188
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2021-06-19;17636.953125;;30048.21875;;58.695499420166016
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2021-06-19;1123.9949951171875;;2320.345947265625;;48.440799713134766
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-06-19;1352.583984375;9996.5478515625;2347.02294921875;16013.0;57.629798889160156
TUCURUI;275;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2021-06-19;7584.62109375;;7686.39013671875;;98.6760025024414
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-06-20;396.43798828125;;4328.18115234375;;9.159500122070312
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2021-06-20;1422.2110595703125;;2713.259033203125;;52.41709899902344
