nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;id_subsistema_jusante;nom_subsistema_jusante;ear_data;ear_reservatorio_subsistema_proprio_mwmes;ear_reservatorio_subsistema_jusante_mwmes;earmax_reservatorio_subsistema_proprio_mwmes;earmax_reservatorio_subsistema_jusante_mwmes;ear_reservatorio_percentual
JORDÃO;73;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2020-11-22;0.4020000100135803;;20.68600082397461;;1.9433000087738037
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-11-22;757.1389770507812;;4115.205078125;;18.39859962463379
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-11-22;397.2590026855469;;481.5260009765625;;82.5
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-11-22;1143.8199462890625;;4341.56396484375;;26.345800399780273
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-11-22;156.59300231933594;;891.947021484375;;17.556299209594727
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2020-11-22;135.8979949951172;;558.31298828125;;24.34079933166504
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-11-22;256.1969909667969;;5357.2861328125;;4.782199859619141
MAUA;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2020-11-22;46.60499954223633;81.20800018310547;259.9280090332031;451.7430114746094;17.93000030517578
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-22;204.8090057373047;;268.2449951171875;;76.35150146484375
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-22;3606.51904296875;;22650.265625;;15.922599792480469
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-11-22;855.8599853515625;;4494.10888671875;;19.04400062561035
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-11-22;711.0380249023438;;1724.18701171875;;41.23899841308594
PASSO REAL;111;Reservatório com Usina;JACUI;SUL;S;SUL;;;2020-11-22;1383.552978515625;;2916.330078125;;47.44160079956055
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2020-11-22;345.29400634765625;;328.6090087890625;;105.07749938964844
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2020-11-22;67.31300354003906;79.75499725341797;109.01499938964844;145.0189971923828;61.746498107910156
PORTO ESTRELA;135;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2020-11-22;10.986000061035156;;12.763999938964844;;86.07019805908203
PROMISSÃO;40;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-11-22;675.5070190429688;;1825.697021484375;;37.0
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-11-22;7.158999919891357;;10.050999641418457;;71.22669982910156
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-11-22;32.6150016784668;57.941001892089844;283.57501220703125;483.9639892578125;11.501399993896484
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-11-22;3.865000009536743;15.678000450134277;11.239999771118164;42.83599853515625;34.38610076904297
RONDON II;276;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2020-11-22;11.60200023651123;;57.483001708984375;;20.183399200439453
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-22;1202.0059814453125;;6559.416015625;;18.324899673461914
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-11-22;963.2930297851562;;3403.291015625;;28.30470085144043
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2020-11-22;0.0;;259.0920104980469;;0.0
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-11-22;142.74200439453125;;445.9570007324219;;32.007999420166016
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-11-22;53.47999954223633;;378.2510070800781;;14.138799667358398
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-22;691.0139770507812;;4999.43310546875;;13.821800231933594
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-11-22;24.652000427246094;;453.03399658203125;;5.441500186920166
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2020-11-22;7966.09619140625;2599.507080078125;34798.828125;6529.7080078125;22.89189910888672
SINOP;227;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2020-11-22;264.24700927734375;;875.1439819335938;;30.194700241088867
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2020-11-22;16274.7109375;;30048.21875;;54.1619987487793
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-11-22;1189.4439697265625;;2320.345947265625;;51.26150131225586
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-11-22;1099.64501953125;8365.5859375;2347.02294921875;16013.0;46.85279846191406
TUCURUI;275;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2020-11-22;1429.4000244140625;;7686.39013671875;;18.596500396728516
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-11-23;72.05999755859375;;4328.18115234375;;1.6648999452590942
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-11-23;1461.2149658203125;;2713.259033203125;;53.85459899902344
BALBINA;277;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2020-11-23;99.94599914550781;;776.4949951171875;;12.871399879455566
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-11-23;131.4600067138672;;2991.337890625;;4.394700050354004
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-23;599.6729736328125;;2741.81005859375;;21.871400833129883
BILLINGS;118;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2020-11-23;1467.7469482421875;;2393.97607421875;;61.310001373291016
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2020-11-23;34.29100036621094;;264.1130065917969;;12.983499526977539
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-23;7.519000053405762;;20.61400032043457;;36.47520065307617
CACONDE;14;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-11-23;238.59500122070312;;849.6959838867188;;28.079999923706055
CACU;311;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-23;27.608999252319336;;30.798999786376953;;89.64250183105469
CAMARGOS;1;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-11-23;272.2640075683594;;1564.512939453125;;17.40250015258789
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-11-23;46.94300079345703;;228.0189971923828;;20.587299346923828
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-11-23;317.218994140625;;3894.239013671875;;8.145899772644043
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-11-23;1091.0699462890625;;3372.027099609375;;32.35649871826172
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-23;181.00599670410156;;1524.1510009765625;;11.875900268554688
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-23;32.55799865722656;;424.2130126953125;;7.674900054931641
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-23;274.489990234375;;1424.634033203125;;19.26740074157715
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;;;2020-11-23;25.756000518798828;;27.274999618530273;;94.43080139160156
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-23;2249.7451171875;;21816.111328125;;10.312299728393555
ERNESTINA;110;Reservatório sem usina;JACUI;SUL;S;SUL;;;2020-11-23;145.3280029296875;;206.75799560546875;;70.28890228271484
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-23;8.52400016784668;;112.63600158691406;;7.567699909210205
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-11-23;313.2699890136719;;799.9619750976562;;39.16059875488281
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-11-23;6881.4638671875;;35033.36328125;;19.64259910583496
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-11-23;315.10400390625;;5934.4267578125;;5.309800148010254
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2020-11-23;57.012001037597656;;376.5270080566406;;15.141500473022461
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-11-23;43.57500076293945;;102.27200317382812;;42.606998443603516
GUARAPIRANGA;117;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2020-11-23;227.52499389648438;;400.218994140625;;56.850101470947266
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2020-11-23;1770.8919677734375;;3680.138916015625;;48.120201110839844
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-11-23;773.802978515625;422.6929931640625;1982.135009765625;1006.1719970703125;39.03889846801758
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2020-11-23;2337.906005859375;;3415.156982421875;;68.45680236816406
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-23;578.6610107421875;;15642.1142578125;;3.699399948120117
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-11-23;280.1520080566406;;1195.0240478515625;;23.443199157714844
JORDÃO;73;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2020-11-23;1.1150000095367432;;20.68600082397461;;5.390100002288818
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-11-23;748.9769897460938;;4115.205078125;;18.200199127197266
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-11-23;397.2590026855469;;481.5260009765625;;82.5
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-11-23;1182.9649658203125;;4341.56396484375;;27.247400283813477
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-11-23;156.9429931640625;;891.947021484375;;17.595600128173828
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2020-11-23;134.98399353027344;;558.31298828125;;24.177099227905273
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-11-23;267.2760009765625;;5357.2861328125;;4.988999843597412
MAUA;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2020-11-23;45.33700180053711;78.98500061035156;259.9280090332031;451.7430114746094;17.442100524902344
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-23;200.3280029296875;;268.2449951171875;;74.68099975585938
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-23;3539.2880859375;;22650.265625;;15.625800132751465
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-11-23;854.239013671875;;4494.10888671875;;19.007999420166016
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-11-23;707.0780029296875;;1724.18701171875;;41.0093994140625
PASSO REAL;111;Reservatório com Usina;JACUI;SUL;S;SUL;;;2020-11-23;1373.0150146484375;;2916.330078125;;47.0802001953125
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2020-11-23;342.0419921875;;328.6090087890625;;104.08779907226562
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2020-11-23;78.60800170898438;93.11799621582031;109.01499938964844;145.0189971923828;72.10749816894531
PORTO ESTRELA;135;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2020-11-23;11.456000328063965;;12.763999938964844;;89.75240325927734
PROMISSÃO;40;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-11-23;678.72900390625;;1825.697021484375;;37.17639923095703
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-11-23;6.623000144958496;;10.050999641418457;;65.8938980102539
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-11-23;32.696998596191406;58.097999572753906;283.57501220703125;483.9639892578125;11.53030014038086
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-11-23;3.864000082015991;15.680999755859375;11.239999771118164;42.83599853515625;34.377201080322266
RONDON II;276;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2020-11-23;11.416999816894531;;57.483001708984375;;19.861499786376953
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-23;1177.654052734375;;6559.416015625;;17.95359992980957
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-11-23;950.9500122070312;;3403.291015625;;27.942100524902344
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2020-11-23;0.0;;259.0920104980469;;0.0
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-11-23;143.67300415039062;;445.9570007324219;;32.216800689697266
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-11-23;51.2140007019043;;378.2510070800781;;13.53969955444336
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-23;649.77099609375;;4999.43310546875;;12.996899604797363
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-11-23;26.356000900268555;;453.03399658203125;;5.817699909210205
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2020-11-23;7936.5498046875;2592.97998046875;34798.828125;6529.7080078125;22.806900024414062
SINOP;227;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2020-11-23;270.47100830078125;;875.1439819335938;;30.905899047851562
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2020-11-23;16248.625;;30048.21875;;54.075199127197266
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-11-23;1175.282958984375;;2320.345947265625;;50.65119934082031
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-11-23;1097.4739990234375;8353.2001953125;2347.02294921875;16013.0;46.76029968261719
TUCURUI;275;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2020-11-23;1473.3890380859375;;7686.39013671875;;19.168800354003906
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-11-24;67.41999816894531;;4328.18115234375;;1.5577000379562378
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-11-24;1453.5909423828125;;2713.259033203125;;53.57360076904297
BALBINA;277;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2020-11-24;100.16000366210938;;776.4949951171875;;12.89900016784668
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-11-24;123.80000305175781;;2991.337890625;;4.138599872589111
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-24;601.718994140625;;2741.81005859375;;21.94610023498535
BILLINGS;118;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2020-11-24;1451.70703125;;2393.97607421875;;60.63999938964844
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2020-11-24;35.09000015258789;;264.1130065917969;;13.28600025177002
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-24;7.51800012588501;;20.61400032043457;;36.470401763916016
CACONDE;14;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-11-24;234.54200744628906;;849.6959838867188;;27.60300064086914
CACU;311;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-24;27.76799964904785;;30.798999786376953;;90.15879821777344
CAMARGOS;1;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-11-24;275.635986328125;;1564.512939453125;;17.618000030517578
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-11-24;50.073001861572266;;228.0189971923828;;21.959999084472656
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-11-24;279.7179870605469;;3894.239013671875;;7.1828999519348145
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-11-24;1080.9119873046875;;3372.027099609375;;32.055301666259766
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-24;184.68899536132812;;1524.1510009765625;;12.117500305175781
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-24;27.236000061035156;;424.2130126953125;;6.420400142669678
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-24;268.0899963378906;;1424.634033203125;;18.818199157714844
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;;;2020-11-24;25.82200050354004;;27.274999618530273;;94.67279815673828
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-24;2211.426025390625;;21816.111328125;;10.136699676513672
ERNESTINA;110;Reservatório sem usina;JACUI;SUL;S;SUL;;;2020-11-24;143.35400390625;;206.75799560546875;;69.33419799804688
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-24;8.623000144958496;;112.63600158691406;;7.655600070953369
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-11-24;313.2699890136719;;799.9619750976562;;39.16059875488281
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-11-24;6717.05615234375;;35033.36328125;;19.17329978942871
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-11-24;305.6780090332031;;5934.4267578125;;5.150899887084961
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2020-11-24;53.51100158691406;;376.5270080566406;;14.211700439453125
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-11-24;39.99100112915039;;102.27200317382812;;39.10260009765625
GUARAPIRANGA;117;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2020-11-24;227.04400634765625;;400.218994140625;;56.72990036010742
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2020-11-24;1756.176025390625;;3680.138916015625;;47.720401763916016
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-11-24;771.0590209960938;421.28399658203125;1982.135009765625;1006.1719970703125;38.90039825439453
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2020-11-24;2424.6240234375;;3415.156982421875;;70.99600219726562
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-24;551.97802734375;;15642.1142578125;;3.5288000106811523
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-11-24;280.6180114746094;;1195.0240478515625;;23.482200622558594
JORDÃO;73;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2020-11-24;1.6360000371932983;;20.68600082397461;;7.908699989318848
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-11-24;740.0089721679688;;4115.205078125;;17.9822998046875
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-11-24;396.9700012207031;;481.5260009765625;;82.44000244140625
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-11-24;1230.5660400390625;;4341.56396484375;;28.343799591064453
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-11-24;153.62100219726562;;891.947021484375;;17.223100662231445
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2020-11-24;133.96299743652344;;558.31298828125;;23.994199752807617
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-11-24;234.3800048828125;;5357.2861328125;;4.375
MAUA;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2020-11-24;43.05699920654297;75.01100158691406;259.9280090332031;451.7430114746094;16.565000534057617
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-24;198.5590057373047;;268.2449951171875;;74.02149963378906
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-24;3474.64404296875;;22650.265625;;15.340399742126465
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-11-24;850.3880004882812;;4494.10888671875;;18.922300338745117
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-11-24;699.5050048828125;;1724.18701171875;;40.570098876953125
PASSO REAL;111;Reservatório com Usina;JACUI;SUL;S;SUL;;;2020-11-24;1360.1390380859375;;2916.330078125;;46.63869857788086
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2020-11-24;338.31298828125;;328.6090087890625;;102.9531021118164
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2020-11-24;84.33599853515625;99.9520034790039;109.01499938964844;145.0189971923828;77.36180114746094
PORTO ESTRELA;135;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2020-11-24;11.515000343322754;;12.763999938964844;;90.2146987915039
PROMISSÃO;40;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-11-24;692.0650024414062;;1825.697021484375;;37.906898498535156
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-11-24;6.388000011444092;;10.050999641418457;;63.55590057373047
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-11-24;32.724998474121094;58.14500045776367;283.57501220703125;483.9639892578125;11.540200233459473
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-11-24;3.553999900817871;14.430000305175781;11.239999771118164;42.83599853515625;31.619199752807617
RONDON II;276;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2020-11-24;11.045999526977539;;57.483001708984375;;19.216100692749023
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-24;1152.907958984375;;6559.416015625;;17.576400756835938
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-11-24;936.2789916992188;;3403.291015625;;27.51099967956543
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2020-11-24;0.0;;259.0920104980469;;0.0
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-11-24;144.8090057373047;;445.9570007324219;;32.471500396728516
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-11-24;48.0;;378.2510070800781;;12.6899995803833
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-24;666.4099731445312;;4999.43310546875;;13.329700469970703
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-11-24;28.05900001525879;;453.03399658203125;;6.193600177764893
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2020-11-24;7908.42578125;2587.068115234375;34798.828125;6529.7080078125;22.72610092163086
SINOP;227;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2020-11-24;276.6990051269531;;875.1439819335938;;31.61750030517578
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2020-11-24;15921.1767578125;;30048.21875;;52.98540115356445
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-11-24;1147.197998046875;;2320.345947265625;;49.440799713134766
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-11-24;1095.06201171875;8337.177734375;2347.02294921875;16013.0;46.657501220703125
TUCURUI;275;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2020-11-24;1513.322021484375;;7686.39013671875;;19.68829917907715
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-11-25;74.58799743652344;;4328.18115234375;;1.7232999801635742
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-11-25;1448.68603515625;;2713.259033203125;;53.392799377441406
BALBINA;277;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2020-11-25;99.4469985961914;;776.4949951171875;;12.80720043182373
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-11-25;116.1520004272461;;2991.337890625;;3.8828999996185303
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-11-25;604.791015625;;2741.81005859375;;22.0580997467041
